ctyfips,county,stfips,state,zip,cd,dma,dma name
1001,Autauga,,AL,36003,,698,MONTGOMERY
1001,Autauga,,AL,36006,,698,MONTGOMERY
1001,Autauga,,AL,36008,,698,MONTGOMERY
1001,Autauga,,AL,36051,,698,MONTGOMERY
1001,Autauga,,AL,36066,,698,MONTGOMERY
1001,Autauga,,AL,36067,,698,MONTGOMERY
1001,Autauga,,AL,36068,,698,MONTGOMERY
1001,Autauga,,AL,36749,,698,MONTGOMERY
1003,Baldwin,,AL,36507,,686,MOBILE-PENSACOLA
1003,Baldwin,,AL,36511,,686,MOBILE-PENSACOLA
1003,Baldwin,,AL,36526,,686,MOBILE-PENSACOLA
1003,Baldwin,,AL,36527,,686,MOBILE-PENSACOLA
1003,Baldwin,,AL,36530,,686,MOBILE-PENSACOLA
1003,Baldwin,,AL,36532,,686,MOBILE-PENSACOLA
1003,Baldwin,,AL,36533,,686,MOBILE-PENSACOLA
1003,Baldwin,,AL,36535,,686,MOBILE-PENSACOLA
1003,Baldwin,,AL,36536,,686,MOBILE-PENSACOLA
1003,Baldwin,,AL,36542,,686,MOBILE-PENSACOLA
1003,Baldwin,,AL,36547,,686,MOBILE-PENSACOLA
1003,Baldwin,,AL,36549,,686,MOBILE-PENSACOLA
1003,Baldwin,,AL,36550,,686,MOBILE-PENSACOLA
1003,Baldwin,,AL,36551,,686,MOBILE-PENSACOLA
1003,Baldwin,,AL,36555,,686,MOBILE-PENSACOLA
1003,Baldwin,,AL,36559,,686,MOBILE-PENSACOLA
1003,Baldwin,,AL,36561,,686,MOBILE-PENSACOLA
1003,Baldwin,,AL,36562,,686,MOBILE-PENSACOLA
1003,Baldwin,,AL,36564,,686,MOBILE-PENSACOLA
1003,Baldwin,,AL,36567,,686,MOBILE-PENSACOLA
1003,Baldwin,,AL,36574,,686,MOBILE-PENSACOLA
1003,Baldwin,,AL,36576,,686,MOBILE-PENSACOLA
1003,Baldwin,,AL,36577,,686,MOBILE-PENSACOLA
1003,Baldwin,,AL,36578,,686,MOBILE-PENSACOLA
1003,Baldwin,,AL,36579,,686,MOBILE-PENSACOLA
1003,Baldwin,,AL,36580,,686,MOBILE-PENSACOLA
1005,Barbour,,AL,36016,,522,"COLUMBUS, GA"
1005,Barbour,,AL,36017,,522,"COLUMBUS, GA"
1005,Barbour,,AL,36027,,522,"COLUMBUS, GA"
1005,Barbour,,AL,36048,,522,"COLUMBUS, GA"
1005,Barbour,,AL,36053,,522,"COLUMBUS, GA"
1005,Barbour,,AL,36072,,522,"COLUMBUS, GA"
1007,Bibb,,AL,35034,,630,BIRMINGHAM
1007,Bibb,,AL,35035,,630,BIRMINGHAM
1007,Bibb,,AL,35042,,630,BIRMINGHAM
1007,Bibb,,AL,35074,,630,BIRMINGHAM
1007,Bibb,,AL,35184,,630,BIRMINGHAM
1007,Bibb,,AL,35188,,630,BIRMINGHAM
1007,Bibb,,AL,36792,,630,BIRMINGHAM
1007,Bibb,,AL,36793,,630,BIRMINGHAM
1009,Blount,,AL,35013,,630,BIRMINGHAM
1009,Blount,,AL,35031,,630,BIRMINGHAM
1009,Blount,,AL,35049,,630,BIRMINGHAM
1009,Blount,,AL,35079,,630,BIRMINGHAM
1009,Blount,,AL,35097,,630,BIRMINGHAM
1009,Blount,,AL,35121,,630,BIRMINGHAM
1009,Blount,,AL,35133,,630,BIRMINGHAM
1009,Blount,,AL,35172,,630,BIRMINGHAM
1011,Bullock,,AL,36029,,698,MONTGOMERY
1011,Bullock,,AL,36061,,698,MONTGOMERY
1011,Bullock,,AL,36089,,698,MONTGOMERY
1013,Butler,,AL,36015,,698,MONTGOMERY
1013,Butler,,AL,36030,,698,MONTGOMERY
1013,Butler,,AL,36033,,698,MONTGOMERY
1013,Butler,,AL,36037,,698,MONTGOMERY
1013,Butler,,AL,36456,,698,MONTGOMERY
1015,Calhoun,,AL,36201,,630,BIRMINGHAM
1015,Calhoun,,AL,36202,,630,BIRMINGHAM
1015,Calhoun,,AL,36203,,630,BIRMINGHAM
1015,Calhoun,,AL,36204,,630,BIRMINGHAM
1015,Calhoun,,AL,36205,,630,BIRMINGHAM
1015,Calhoun,,AL,36206,,630,BIRMINGHAM
1015,Calhoun,,AL,36207,,630,BIRMINGHAM
1015,Calhoun,,AL,36210,,630,BIRMINGHAM
1015,Calhoun,,AL,36250,,630,BIRMINGHAM
1015,Calhoun,,AL,36253,,630,BIRMINGHAM
1015,Calhoun,,AL,36254,,630,BIRMINGHAM
1015,Calhoun,,AL,36257,,630,BIRMINGHAM
1015,Calhoun,,AL,36260,,630,BIRMINGHAM
1015,Calhoun,,AL,36265,,630,BIRMINGHAM
1015,Calhoun,,AL,36271,,630,BIRMINGHAM
1015,Calhoun,,AL,36272,,630,BIRMINGHAM
1015,Calhoun,,AL,36277,,630,BIRMINGHAM
1015,Calhoun,,AL,36279,,630,BIRMINGHAM
1017,Chambers,,AL,36854,,522,"COLUMBUS, GA"
1017,Chambers,,AL,36855,,522,"COLUMBUS, GA"
1017,Chambers,,AL,36862,,522,"COLUMBUS, GA"
1017,Chambers,,AL,36863,,522,"COLUMBUS, GA"
1019,Cherokee,,AL,35959,,630,BIRMINGHAM
1019,Cherokee,,AL,35960,,630,BIRMINGHAM
1019,Cherokee,,AL,35973,,630,BIRMINGHAM
1019,Cherokee,,AL,35983,,630,BIRMINGHAM
1019,Cherokee,,AL,36275,,630,BIRMINGHAM
1021,Chilton,,AL,35045,,630,BIRMINGHAM
1021,Chilton,,AL,35046,,630,BIRMINGHAM
1021,Chilton,,AL,35085,,630,BIRMINGHAM
1021,Chilton,,AL,35171,,630,BIRMINGHAM
1021,Chilton,,AL,36091,,630,BIRMINGHAM
1021,Chilton,,AL,36750,,630,BIRMINGHAM
1021,Chilton,,AL,36790,,630,BIRMINGHAM
1023,Choctaw,,AL,36904,,711,MERIDIAN
1023,Choctaw,,AL,36908,,711,MERIDIAN
1023,Choctaw,,AL,36910,,711,MERIDIAN
1023,Choctaw,,AL,36912,,711,MERIDIAN
1023,Choctaw,,AL,36913,,711,MERIDIAN
1023,Choctaw,,AL,36915,,711,MERIDIAN
1023,Choctaw,,AL,36916,,711,MERIDIAN
1023,Choctaw,,AL,36919,,711,MERIDIAN
1023,Choctaw,,AL,36921,,711,MERIDIAN
1023,Choctaw,,AL,36922,,711,MERIDIAN
1025,Clarke,,AL,36436,,686,MOBILE-PENSACOLA
1025,Clarke,,AL,36446,,686,MOBILE-PENSACOLA
1025,Clarke,,AL,36451,,686,MOBILE-PENSACOLA
1025,Clarke,,AL,36482,,686,MOBILE-PENSACOLA
1025,Clarke,,AL,36501,,686,MOBILE-PENSACOLA
1025,Clarke,,AL,36515,,686,MOBILE-PENSACOLA
1025,Clarke,,AL,36524,,686,MOBILE-PENSACOLA
1025,Clarke,,AL,36540,,686,MOBILE-PENSACOLA
1025,Clarke,,AL,36545,,686,MOBILE-PENSACOLA
1025,Clarke,,AL,36727,,686,MOBILE-PENSACOLA
1025,Clarke,,AL,36762,,686,MOBILE-PENSACOLA
1025,Clarke,,AL,36784,,686,MOBILE-PENSACOLA
1027,Clay,,AL,35082,,630,BIRMINGHAM
1027,Clay,,AL,36251,,630,BIRMINGHAM
1027,Clay,,AL,36255,,630,BIRMINGHAM
1027,Clay,,AL,36258,,630,BIRMINGHAM
1027,Clay,,AL,36266,,630,BIRMINGHAM
1027,Clay,,AL,36267,,630,BIRMINGHAM
1029,Cleburne,,AL,36261,,524,ATLANTA
1029,Cleburne,,AL,36262,,524,ATLANTA
1029,Cleburne,,AL,36264,,524,ATLANTA
1029,Cleburne,,AL,36269,,524,ATLANTA
1029,Cleburne,,AL,36273,,524,ATLANTA
1031,Coffee,,AL,36323,,606,DOTHAN
1031,Coffee,,AL,36330,,606,DOTHAN
1031,Coffee,,AL,36331,,606,DOTHAN
1031,Coffee,,AL,36346,,606,DOTHAN
1031,Coffee,,AL,36351,,606,DOTHAN
1031,Coffee,,AL,36453,,606,DOTHAN
1033,Colbert,,AL,35616,,691,HUNTSVILLE-DECATUR-FLORENCE
1033,Colbert,,AL,35646,,691,HUNTSVILLE-DECATUR-FLORENCE
1033,Colbert,,AL,35660,,691,HUNTSVILLE-DECATUR-FLORENCE
1033,Colbert,,AL,35661,,691,HUNTSVILLE-DECATUR-FLORENCE
1033,Colbert,,AL,35662,,691,HUNTSVILLE-DECATUR-FLORENCE
1033,Colbert,,AL,35674,,691,HUNTSVILLE-DECATUR-FLORENCE
1035,Conecuh,,AL,36401,,686,MOBILE-PENSACOLA
1035,Conecuh,,AL,36429,,686,MOBILE-PENSACOLA
1035,Conecuh,,AL,36432,,686,MOBILE-PENSACOLA
1035,Conecuh,,AL,36454,,686,MOBILE-PENSACOLA
1035,Conecuh,,AL,36473,,686,MOBILE-PENSACOLA
1035,Conecuh,,AL,36475,,686,MOBILE-PENSACOLA
1037,Coosa,,AL,35072,,630,BIRMINGHAM
1037,Coosa,,AL,35089,,630,BIRMINGHAM
1037,Coosa,,AL,35136,,630,BIRMINGHAM
1037,Coosa,,AL,35183,,630,BIRMINGHAM
1037,Coosa,,AL,36026,,630,BIRMINGHAM
1039,Covington,,AL,36038,,698,MONTGOMERY
1039,Covington,,AL,36420,,698,MONTGOMERY
1039,Covington,,AL,36421,,698,MONTGOMERY
1039,Covington,,AL,36442,,698,MONTGOMERY
1039,Covington,,AL,36455,,698,MONTGOMERY
1039,Covington,,AL,36467,,698,MONTGOMERY
1039,Covington,,AL,36474,,698,MONTGOMERY
1039,Covington,,AL,36476,,698,MONTGOMERY
1039,Covington,,AL,36483,,698,MONTGOMERY
1041,Crenshaw,,AL,36009,,698,MONTGOMERY
1041,Crenshaw,,AL,36028,,698,MONTGOMERY
1041,Crenshaw,,AL,36034,,698,MONTGOMERY
1041,Crenshaw,,AL,36041,,698,MONTGOMERY
1041,Crenshaw,,AL,36042,,698,MONTGOMERY
1041,Crenshaw,,AL,36049,,698,MONTGOMERY
1041,Crenshaw,,AL,36062,,698,MONTGOMERY
1041,Crenshaw,,AL,36071,,698,MONTGOMERY
1043,Cullman,,AL,35019,,630,BIRMINGHAM
1043,Cullman,,AL,35033,,630,BIRMINGHAM
1043,Cullman,,AL,35053,,630,BIRMINGHAM
1043,Cullman,,AL,35055,,630,BIRMINGHAM
1043,Cullman,,AL,35056,,630,BIRMINGHAM
1043,Cullman,,AL,35057,,630,BIRMINGHAM
1043,Cullman,,AL,35058,,630,BIRMINGHAM
1043,Cullman,,AL,35070,,630,BIRMINGHAM
1043,Cullman,,AL,35077,,630,BIRMINGHAM
1043,Cullman,,AL,35083,,630,BIRMINGHAM
1043,Cullman,,AL,35087,,630,BIRMINGHAM
1043,Cullman,,AL,35098,,630,BIRMINGHAM
1043,Cullman,,AL,35179,,630,BIRMINGHAM
1045,Dale,,AL,36311,,606,DOTHAN
1045,Dale,,AL,36322,,606,DOTHAN
1045,Dale,,AL,36350,,606,DOTHAN
1045,Dale,,AL,36352,,606,DOTHAN
1045,Dale,,AL,36360,,606,DOTHAN
1045,Dale,,AL,36361,,606,DOTHAN
1045,Dale,,AL,36362,,606,DOTHAN
1045,Dale,,AL,36371,,606,DOTHAN
1045,Dale,,AL,36374,,606,DOTHAN
1047,Dallas,,AL,36701,,698,MONTGOMERY
1047,Dallas,,AL,36702,,698,MONTGOMERY
1047,Dallas,,AL,36703,,698,MONTGOMERY
1047,Dallas,,AL,36758,,698,MONTGOMERY
1047,Dallas,,AL,36759,,698,MONTGOMERY
1047,Dallas,,AL,36761,,698,MONTGOMERY
1047,Dallas,,AL,36767,,698,MONTGOMERY
1047,Dallas,,AL,36773,,698,MONTGOMERY
1047,Dallas,,AL,36775,,698,MONTGOMERY
1049,De Kalb,,AL,35961,,691,HUNTSVILLE-DECATUR-FLORENCE
1049,De Kalb,,AL,35962,,691,HUNTSVILLE-DECATUR-FLORENCE
1049,De Kalb,,AL,35963,,691,HUNTSVILLE-DECATUR-FLORENCE
1049,De Kalb,,AL,35967,,691,HUNTSVILLE-DECATUR-FLORENCE
1049,De Kalb,,AL,35968,,691,HUNTSVILLE-DECATUR-FLORENCE
1049,De Kalb,,AL,35971,,691,HUNTSVILLE-DECATUR-FLORENCE
1049,De Kalb,,AL,35974,,691,HUNTSVILLE-DECATUR-FLORENCE
1049,De Kalb,,AL,35975,,691,HUNTSVILLE-DECATUR-FLORENCE
1049,De Kalb,,AL,35978,,691,HUNTSVILLE-DECATUR-FLORENCE
1049,De Kalb,,AL,35981,,691,HUNTSVILLE-DECATUR-FLORENCE
1049,De Kalb,,AL,35984,,691,HUNTSVILLE-DECATUR-FLORENCE
1049,De Kalb,,AL,35986,,691,HUNTSVILLE-DECATUR-FLORENCE
1049,De Kalb,,AL,35988,,691,HUNTSVILLE-DECATUR-FLORENCE
1049,De Kalb,,AL,35989,,691,HUNTSVILLE-DECATUR-FLORENCE
1051,Elmore,,AL,36020,,698,MONTGOMERY
1051,Elmore,,AL,36022,,698,MONTGOMERY
1051,Elmore,,AL,36024,,698,MONTGOMERY
1051,Elmore,,AL,36025,,698,MONTGOMERY
1051,Elmore,,AL,36045,,698,MONTGOMERY
1051,Elmore,,AL,36054,,698,MONTGOMERY
1051,Elmore,,AL,36078,,698,MONTGOMERY
1051,Elmore,,AL,36080,,698,MONTGOMERY
1051,Elmore,,AL,36092,,698,MONTGOMERY
1051,Elmore,,AL,36093,,698,MONTGOMERY
1053,Escambia,,AL,36426,,686,MOBILE-PENSACOLA
1053,Escambia,,AL,36427,,686,MOBILE-PENSACOLA
1053,Escambia,,AL,36441,,686,MOBILE-PENSACOLA
1053,Escambia,,AL,36502,,686,MOBILE-PENSACOLA
1053,Escambia,,AL,36503,,686,MOBILE-PENSACOLA
1053,Escambia,,AL,36504,,686,MOBILE-PENSACOLA
1053,Escambia,,AL,36543,,686,MOBILE-PENSACOLA
1055,Etowah,,AL,35901,,630,BIRMINGHAM
1055,Etowah,,AL,35902,,630,BIRMINGHAM
1055,Etowah,,AL,35903,,630,BIRMINGHAM
1055,Etowah,,AL,35904,,630,BIRMINGHAM
1055,Etowah,,AL,35905,,630,BIRMINGHAM
1055,Etowah,,AL,35906,,630,BIRMINGHAM
1055,Etowah,,AL,35907,,630,BIRMINGHAM
1055,Etowah,,AL,35952,,630,BIRMINGHAM
1055,Etowah,,AL,35954,,630,BIRMINGHAM
1055,Etowah,,AL,35956,,630,BIRMINGHAM
1055,Etowah,,AL,35972,,630,BIRMINGHAM
1055,Etowah,,AL,35990,,630,BIRMINGHAM
1057,Fayette,,AL,35542,,630,BIRMINGHAM
1057,Fayette,,AL,35545,,630,BIRMINGHAM
1057,Fayette,,AL,35546,,630,BIRMINGHAM
1057,Fayette,,AL,35555,,630,BIRMINGHAM
1057,Fayette,,AL,35559,,630,BIRMINGHAM
1059,Franklin,,AL,35571,,691,HUNTSVILLE-DECATUR-FLORENCE
1059,Franklin,,AL,35581,,691,HUNTSVILLE-DECATUR-FLORENCE
1059,Franklin,,AL,35582,,691,HUNTSVILLE-DECATUR-FLORENCE
1059,Franklin,,AL,35585,,691,HUNTSVILLE-DECATUR-FLORENCE
1059,Franklin,,AL,35593,,691,HUNTSVILLE-DECATUR-FLORENCE
1059,Franklin,,AL,35653,,691,HUNTSVILLE-DECATUR-FLORENCE
1059,Franklin,,AL,35654,,691,HUNTSVILLE-DECATUR-FLORENCE
1061,Geneva,,AL,36313,,606,DOTHAN
1061,Geneva,,AL,36314,,606,DOTHAN
1061,Geneva,,AL,36316,,606,DOTHAN
1061,Geneva,,AL,36318,,606,DOTHAN
1061,Geneva,,AL,36340,,606,DOTHAN
1061,Geneva,,AL,36344,,606,DOTHAN
1061,Geneva,,AL,36349,,606,DOTHAN
1061,Geneva,,AL,36375,,606,DOTHAN
1061,Geneva,,AL,36477,,606,DOTHAN
1063,Greene,,AL,35443,,630,BIRMINGHAM
1063,Greene,,AL,35448,,630,BIRMINGHAM
1063,Greene,,AL,35462,,630,BIRMINGHAM
1063,Greene,,AL,35469,,630,BIRMINGHAM
1063,Greene,,AL,35491,,630,BIRMINGHAM
1063,Greene,,AL,36740,,630,BIRMINGHAM
1065,Hale,,AL,35441,,630,BIRMINGHAM
1065,Hale,,AL,35474,,630,BIRMINGHAM
1065,Hale,,AL,36744,,630,BIRMINGHAM
1065,Hale,,AL,36765,,630,BIRMINGHAM
1065,Hale,,AL,36776,,630,BIRMINGHAM
1067,Henry,,AL,36310,,606,DOTHAN
1067,Henry,,AL,36317,,606,DOTHAN
1067,Henry,,AL,36345,,606,DOTHAN
1067,Henry,,AL,36353,,606,DOTHAN
1067,Henry,,AL,36373,,606,DOTHAN
1069,Houston,,AL,36301,,606,DOTHAN
1069,Houston,,AL,36302,,606,DOTHAN
1069,Houston,,AL,36303,,606,DOTHAN
1069,Houston,,AL,36304,,606,DOTHAN
1069,Houston,,AL,36305,,606,DOTHAN
1069,Houston,,AL,36312,,606,DOTHAN
1069,Houston,,AL,36319,,606,DOTHAN
1069,Houston,,AL,36320,,606,DOTHAN
1069,Houston,,AL,36321,,606,DOTHAN
1069,Houston,,AL,36343,,606,DOTHAN
1069,Houston,,AL,36370,,606,DOTHAN
1069,Houston,,AL,36376,,606,DOTHAN
1071,Jackson,,AL,35740,,691,HUNTSVILLE-DECATUR-FLORENCE
1071,Jackson,,AL,35744,,691,HUNTSVILLE-DECATUR-FLORENCE
1071,Jackson,,AL,35745,,691,HUNTSVILLE-DECATUR-FLORENCE
1071,Jackson,,AL,35746,,691,HUNTSVILLE-DECATUR-FLORENCE
1071,Jackson,,AL,35751,,691,HUNTSVILLE-DECATUR-FLORENCE
1071,Jackson,,AL,35752,,691,HUNTSVILLE-DECATUR-FLORENCE
1071,Jackson,,AL,35755,,691,HUNTSVILLE-DECATUR-FLORENCE
1071,Jackson,,AL,35764,,691,HUNTSVILLE-DECATUR-FLORENCE
1071,Jackson,,AL,35765,,691,HUNTSVILLE-DECATUR-FLORENCE
1071,Jackson,,AL,35766,,691,HUNTSVILLE-DECATUR-FLORENCE
1071,Jackson,,AL,35768,,691,HUNTSVILLE-DECATUR-FLORENCE
1071,Jackson,,AL,35769,,691,HUNTSVILLE-DECATUR-FLORENCE
1071,Jackson,,AL,35771,,691,HUNTSVILLE-DECATUR-FLORENCE
1071,Jackson,,AL,35772,,691,HUNTSVILLE-DECATUR-FLORENCE
1071,Jackson,,AL,35774,,691,HUNTSVILLE-DECATUR-FLORENCE
1071,Jackson,,AL,35776,,691,HUNTSVILLE-DECATUR-FLORENCE
1071,Jackson,,AL,35958,,691,HUNTSVILLE-DECATUR-FLORENCE
1071,Jackson,,AL,35966,,691,HUNTSVILLE-DECATUR-FLORENCE
1071,Jackson,,AL,35979,,691,HUNTSVILLE-DECATUR-FLORENCE
1073,Jefferson,,AL,35005,,630,BIRMINGHAM
1073,Jefferson,,AL,35006,,630,BIRMINGHAM
1073,Jefferson,,AL,35015,,630,BIRMINGHAM
1073,Jefferson,,AL,35020,,630,BIRMINGHAM
1073,Jefferson,,AL,35021,,630,BIRMINGHAM
1073,Jefferson,,AL,35022,,630,BIRMINGHAM
1073,Jefferson,,AL,35023,,630,BIRMINGHAM
1073,Jefferson,,AL,35036,,630,BIRMINGHAM
1073,Jefferson,,AL,35041,,630,BIRMINGHAM
1073,Jefferson,,AL,35048,,630,BIRMINGHAM
1073,Jefferson,,AL,35060,,630,BIRMINGHAM
1073,Jefferson,,AL,35061,,630,BIRMINGHAM
1073,Jefferson,,AL,35062,,630,BIRMINGHAM
1073,Jefferson,,AL,35064,,630,BIRMINGHAM
1073,Jefferson,,AL,35068,,630,BIRMINGHAM
1073,Jefferson,,AL,35071,,630,BIRMINGHAM
1073,Jefferson,,AL,35073,,630,BIRMINGHAM
1073,Jefferson,,AL,35091,,630,BIRMINGHAM
1073,Jefferson,,AL,35094,,630,BIRMINGHAM
1073,Jefferson,,AL,35111,,630,BIRMINGHAM
1073,Jefferson,,AL,35116,,630,BIRMINGHAM
1073,Jefferson,,AL,35117,,630,BIRMINGHAM
1073,Jefferson,,AL,35118,,630,BIRMINGHAM
1073,Jefferson,,AL,35119,,630,BIRMINGHAM
1073,Jefferson,,AL,35123,,630,BIRMINGHAM
1073,Jefferson,,AL,35126,,630,BIRMINGHAM
1073,Jefferson,,AL,35127,,630,BIRMINGHAM
1073,Jefferson,,AL,35139,,630,BIRMINGHAM
1073,Jefferson,,AL,35142,,630,BIRMINGHAM
1073,Jefferson,,AL,35173,,630,BIRMINGHAM
1073,Jefferson,,AL,35180,,630,BIRMINGHAM
1073,Jefferson,,AL,35181,,630,BIRMINGHAM
1073,Jefferson,,AL,35201,,630,BIRMINGHAM
1073,Jefferson,,AL,35202,,630,BIRMINGHAM
1073,Jefferson,,AL,35203,,630,BIRMINGHAM
1073,Jefferson,,AL,35204,,630,BIRMINGHAM
1073,Jefferson,,AL,35205,,630,BIRMINGHAM
1073,Jefferson,,AL,35206,,630,BIRMINGHAM
1073,Jefferson,,AL,35207,,630,BIRMINGHAM
1073,Jefferson,,AL,35208,,630,BIRMINGHAM
1073,Jefferson,,AL,35209,,630,BIRMINGHAM
1073,Jefferson,,AL,35210,,630,BIRMINGHAM
1073,Jefferson,,AL,35211,,630,BIRMINGHAM
1073,Jefferson,,AL,35212,,630,BIRMINGHAM
1073,Jefferson,,AL,35213,,630,BIRMINGHAM
1073,Jefferson,,AL,35214,,630,BIRMINGHAM
1073,Jefferson,,AL,35215,,630,BIRMINGHAM
1073,Jefferson,,AL,35216,,630,BIRMINGHAM
1073,Jefferson,,AL,35217,,630,BIRMINGHAM
1073,Jefferson,,AL,35218,,630,BIRMINGHAM
1073,Jefferson,,AL,35219,,630,BIRMINGHAM
1073,Jefferson,,AL,35220,,630,BIRMINGHAM
1073,Jefferson,,AL,35221,,630,BIRMINGHAM
1073,Jefferson,,AL,35222,,630,BIRMINGHAM
1073,Jefferson,,AL,35223,,630,BIRMINGHAM
1073,Jefferson,,AL,35224,,630,BIRMINGHAM
1073,Jefferson,,AL,35225,,630,BIRMINGHAM
1073,Jefferson,,AL,35226,,630,BIRMINGHAM
1073,Jefferson,,AL,35228,,630,BIRMINGHAM
1073,Jefferson,,AL,35229,,630,BIRMINGHAM
1073,Jefferson,,AL,35230,,630,BIRMINGHAM
1073,Jefferson,,AL,35231,,630,BIRMINGHAM
1073,Jefferson,,AL,35232,,630,BIRMINGHAM
1073,Jefferson,,AL,35233,,630,BIRMINGHAM
1073,Jefferson,,AL,35234,,630,BIRMINGHAM
1073,Jefferson,,AL,35235,,630,BIRMINGHAM
1073,Jefferson,,AL,35236,,630,BIRMINGHAM
1073,Jefferson,,AL,35237,,630,BIRMINGHAM
1073,Jefferson,,AL,35238,,630,BIRMINGHAM
1073,Jefferson,,AL,35240,,630,BIRMINGHAM
1073,Jefferson,,AL,35243,,630,BIRMINGHAM
1073,Jefferson,,AL,35244,,630,BIRMINGHAM
1073,Jefferson,,AL,35245,,630,BIRMINGHAM
1073,Jefferson,,AL,35246,,630,BIRMINGHAM
1073,Jefferson,,AL,35249,,630,BIRMINGHAM
1073,Jefferson,,AL,35253,,630,BIRMINGHAM
1073,Jefferson,,AL,35254,,630,BIRMINGHAM
1073,Jefferson,,AL,35255,,630,BIRMINGHAM
1073,Jefferson,,AL,35259,,630,BIRMINGHAM
1073,Jefferson,,AL,35260,,630,BIRMINGHAM
1073,Jefferson,,AL,35261,,630,BIRMINGHAM
1073,Jefferson,,AL,35263,,630,BIRMINGHAM
1073,Jefferson,,AL,35266,,630,BIRMINGHAM
1073,Jefferson,,AL,35277,,630,BIRMINGHAM
1073,Jefferson,,AL,35278,,630,BIRMINGHAM
1073,Jefferson,,AL,35279,,630,BIRMINGHAM
1073,Jefferson,,AL,35280,,630,BIRMINGHAM
1073,Jefferson,,AL,35281,,630,BIRMINGHAM
1073,Jefferson,,AL,35282,,630,BIRMINGHAM
1073,Jefferson,,AL,35283,,630,BIRMINGHAM
1073,Jefferson,,AL,35285,,630,BIRMINGHAM
1073,Jefferson,,AL,35286,,630,BIRMINGHAM
1073,Jefferson,,AL,35287,,630,BIRMINGHAM
1073,Jefferson,,AL,35288,,630,BIRMINGHAM
1073,Jefferson,,AL,35289,,630,BIRMINGHAM
1073,Jefferson,,AL,35290,,630,BIRMINGHAM
1073,Jefferson,,AL,35291,,630,BIRMINGHAM
1073,Jefferson,,AL,35292,,630,BIRMINGHAM
1073,Jefferson,,AL,35293,,630,BIRMINGHAM
1073,Jefferson,,AL,35294,,630,BIRMINGHAM
1073,Jefferson,,AL,35295,,630,BIRMINGHAM
1073,Jefferson,,AL,35296,,630,BIRMINGHAM
1073,Jefferson,,AL,35297,,630,BIRMINGHAM
1073,Jefferson,,AL,35298,,630,BIRMINGHAM
1073,Jefferson,,AL,35299,,630,BIRMINGHAM
1075,Lamar,,AL,35544,,673,COLUMBUS-TUPELO-WEST POINT
1075,Lamar,,AL,35552,,673,COLUMBUS-TUPELO-WEST POINT
1075,Lamar,,AL,35574,,673,COLUMBUS-TUPELO-WEST POINT
1075,Lamar,,AL,35576,,673,COLUMBUS-TUPELO-WEST POINT
1075,Lamar,,AL,35586,,673,COLUMBUS-TUPELO-WEST POINT
1075,Lamar,,AL,35592,,673,COLUMBUS-TUPELO-WEST POINT
1077,Lauderdale,,AL,35610,,691,HUNTSVILLE-DECATUR-FLORENCE
1077,Lauderdale,,AL,35617,,691,HUNTSVILLE-DECATUR-FLORENCE
1077,Lauderdale,,AL,35630,,691,HUNTSVILLE-DECATUR-FLORENCE
1077,Lauderdale,,AL,35631,,691,HUNTSVILLE-DECATUR-FLORENCE
1077,Lauderdale,,AL,35632,,691,HUNTSVILLE-DECATUR-FLORENCE
1077,Lauderdale,,AL,35633,,691,HUNTSVILLE-DECATUR-FLORENCE
1077,Lauderdale,,AL,35634,,691,HUNTSVILLE-DECATUR-FLORENCE
1077,Lauderdale,,AL,35645,,691,HUNTSVILLE-DECATUR-FLORENCE
1077,Lauderdale,,AL,35648,,691,HUNTSVILLE-DECATUR-FLORENCE
1077,Lauderdale,,AL,35652,,691,HUNTSVILLE-DECATUR-FLORENCE
1077,Lauderdale,,AL,35677,,691,HUNTSVILLE-DECATUR-FLORENCE
1079,Lawrence,,AL,35618,,691,HUNTSVILLE-DECATUR-FLORENCE
1079,Lawrence,,AL,35643,,691,HUNTSVILLE-DECATUR-FLORENCE
1079,Lawrence,,AL,35650,,691,HUNTSVILLE-DECATUR-FLORENCE
1079,Lawrence,,AL,35651,,691,HUNTSVILLE-DECATUR-FLORENCE
1079,Lawrence,,AL,35672,,691,HUNTSVILLE-DECATUR-FLORENCE
1081,Lee,,AL,36801,,522,"COLUMBUS, GA"
1081,Lee,,AL,36802,,522,"COLUMBUS, GA"
1081,Lee,,AL,36803,,522,"COLUMBUS, GA"
1081,Lee,,AL,36804,,522,"COLUMBUS, GA"
1081,Lee,,AL,36830,,522,"COLUMBUS, GA"
1081,Lee,,AL,36831,,522,"COLUMBUS, GA"
1081,Lee,,AL,36832,,522,"COLUMBUS, GA"
1081,Lee,,AL,36849,,522,"COLUMBUS, GA"
1081,Lee,,AL,36852,,522,"COLUMBUS, GA"
1081,Lee,,AL,36865,,522,"COLUMBUS, GA"
1081,Lee,,AL,36870,,522,"COLUMBUS, GA"
1081,Lee,,AL,36872,,522,"COLUMBUS, GA"
1081,Lee,,AL,36874,,522,"COLUMBUS, GA"
1081,Lee,,AL,36877,,522,"COLUMBUS, GA"
1081,Lee,,AL,36879,,522,"COLUMBUS, GA"
1083,Limestone,,AL,35611,,691,HUNTSVILLE-DECATUR-FLORENCE
1083,Limestone,,AL,35612,,691,HUNTSVILLE-DECATUR-FLORENCE
1083,Limestone,,AL,35613,,691,HUNTSVILLE-DECATUR-FLORENCE
