cd,zip
1808,47861
1808,47840
1808,47837
1808,47711
1808,47638
1808,47634
1808,47666
1808,47649
1808,47928
1808,47616
1808,47596
1808,47612
1808,47601
1808,47556
1808,47588
1808,47581
1808,47568
1808,47567
1808,47551
1808,47547
1808,47536
1808,47457
1808,47462
1808,47460
1808,47459
1808,47445
1808,47438
1808,47432
1808,47431
1808,47174
1808,47137
1808,46120
1808,47952
1808,47870
1808,47872
1808,47847
1808,47838
1808,47750
1808,47805
1808,47713
1809,46259
1809,46113
1809,46110
1809,46111
1809,47463
1809,47470
1809,47454
1809,47429
1809,47420
1809,47408
1809,47160
1809,47165
1809,47164
1809,47146
1809,47147
1809,47129
1809,47126
1809,46131
1809,47452
1809,47469
1809,47437
1809,47426
1809,47406
1809,47421
1809,47405
1809,47151
1809,47162
1809,47123
1809,47104
1809,47114
1809,46162
1809,46140
1809,47432
1809,47403
1809,47281
1809,47274
1809,47177
1809,47161
1809,47143
1809,47124
1809,47136
1809,47033
1809,46181
1809,46184
1809,46142
1809,47467
1809,47402
1809,47404
1809,47235
1809,47135
1809,47131
1809,47130
1809,47119
1809,47102
1809,47019
1809,46166
1809,46151
1809,46124
1809,47458
1809,47451
1809,47448
1809,47436
1809,47407
1809,47401
1809,47264
1809,47260
1809,47228
1809,47190
1809,47201
1809,47120
1809,47111
1809,46229
1809,46160
1809,46164
1809,46143
1809,47107
1809,47122
1809,47118
1809,47108
1809,46158
1809,47464
1809,47462
1809,47435
1809,47433
1809,47150
1809,47142
1809,47125
1809,47116
1809,47112
1809,47110
1809,47460
1809,47434
1809,47446
1809,47167
1809,47166
1809,47163
1809,47141
1809,47140
1809,47137
1809,47039
1809,46106
1809,47468
1809,47229
1809,47220
1809,47175
1809,47172
1809,47170
1809,47138
1809,47145
1809,47117
1809,47115
1809,47106
1809,47021
1901,52408
1901,52323
1901,52253
1901,52030
1901,52002
1901,50662
1901,50630
1901,50626
1901,50650
1901,50641
1901,50702
1901,50613
1901,50464
1901,50664
1901,50652
1901,50658
1901,50644
1901,50643
1901,50682
1901,50681
1901,50676
1901,50701
1901,50622
1901,50446
1901,50459
1901,50239
1901,52164
1901,52161
1901,52341
1901,52336
1901,52362
1901,52356
1901,52312
1901,52320
1901,52031
1901,52003
1901,50670
1901,50668
1901,50655
1901,50258
1901,50247
1901,50120
1901,50157
1901,50148
1901,52325
1901,52310
1901,52004
1901,52001
1901,50638
1901,50659
1901,50669
1901,50645
1901,50703
1901,50606
1901,50481
1901,50448
1901,50440
1901,50472
1901,50466
1901,50461
1901,50456
1901,50426
1901,50173
1901,50158
1901,52038
1901,52166
1901,52217
1901,52218
1901,52147
1901,52205
1901,52175
1901,52344
1901,52333
1901,52346
1901,52351
1901,52347
1901,52410
1901,52168
1901,52158
1901,52216
1901,52221
1901,52165
1901,52214
1901,52157
1901,52156
1901,52144
1901,52211
1901,52204
1901,52335
1901,52354
1901,50450
1901,50078
1901,50106
1901,52066
1901,52077
1901,52134
1901,52133
1901,52079
1901,52078
1901,52042
1901,52073
1901,52065
1901,52212
1901,52227
1901,52228
1901,52220
1901,52142
1901,52172
1901,50454
1901,50434
1901,50207
1901,50005
1901,52036
1901,52044
1901,52048
1901,52050
1901,52039
1901,52068
1901,52064
1901,52052
1901,52149
1901,52219
1901,52154
1901,52151
1901,52135
1901,52209
1901,52208
1901,52171
1901,52342
1901,52409
1901,52498
1901,52321
1901,52330
1901,52328
1901,52332
1901,52324
1901,52251
1901,52249
1901,52314
1901,52307
1901,52032
1901,50460
1901,50242
1901,50141
1901,50136
1901,52076
1901,52043
1901,52040
1901,52070
1901,52223
1901,52210
1901,52202
1901,52160
1901,52339
1901,50162
1901,50104
1901,50055
1901,52731
1901,52069
1901,52060
1901,52054
1901,52049
1901,52229
1901,52163
1901,52224
1901,52146
1901,52207
1901,52203
1901,52334
1901,52348
1901,52345
1901,52326
1901,50234
1901,50278
1901,50028
1901,52074
1901,52071
1901,52057
1901,52056
1901,52047
1901,52236
1901,52233
1901,52225
1901,52140
1901,52141
1901,52206
1901,52162
1901,52159
1901,52401
1901,52349
1901,52405
1901,52306
1901,50614
1901,50612
1901,50476
1901,50206
1901,50171
1901,50112
1901,50153
1901,50142
1901,50051
1901,52101
1901,52041
1901,52053
1901,52232
1901,52403
1901,52329
1901,52257
1901,52252
1901,52316
1901,50628
1901,50648
1901,50647
1901,50674
1901,50609
1901,50455
1901,50458
1901,50471
1901,52352
1901,52402
1901,52411
1901,52313
1901,52318
1901,52301
1901,52315
1901,52305
1901,52033
1901,50667
1901,50631
1901,50635
1901,50632
1901,50654
1901,50704
1901,50677
1901,50675
1901,50603
1901,52767
1901,52075
1901,52037
1901,52132
1901,52045
1901,52035
1901,52072
1901,52046
1901,52237
1901,52170
1901,52222
1901,52215
1901,52213
1901,52155
1901,52136
1901,52169
1901,52338
1901,52361
1901,52406
1901,52404
1901,52308
1901,52309
1901,52302
1901,50634
1901,50671
1901,50623
1901,50666
1901,50629
1901,50651
1901,50707
1901,50621
1901,50607
1901,50444
1902,52533
1902,52554
1902,52590
1902,52241
1902,52353
1902,52404
1902,52323
1902,50232
1902,50242
1902,50251
1902,50238
1902,50161
1902,50106
1902,52758
1902,52731
1902,52749
1902,52756
1902,52647
1902,52655
1902,52651
1902,52557
1902,52536
1902,52556
1902,52625
1902,52588
1902,52576
1902,52601
1902,52069
1902,52246
1902,52231
1902,52255
1902,50237
1902,50162
1902,50067
1902,50049
1902,52750
1902,52759
1902,52805
1902,52801
1902,52070
1902,52060
1902,52228
1902,52356
1902,52306
1902,50210
1902,50219
1902,50213
1902,50255
1902,50165
1902,50174
1902,50168
1902,50119
1902,50141
1902,50140
1902,50136
1902,50057
1902,50055
1902,50044
1902,52757
1902,52748
1902,52742
1902,52768
1902,52803
1902,52701
1902,52727
1902,52637
1902,52654
1902,52653
1902,52562
1902,52560
1902,52551
1902,52631
1902,52632
1902,52626
1902,52581
1902,52572
1902,52591
1902,52037
1902,52337
1902,50225
1902,50170
1902,50065
1902,50108
1902,50135
1902,52729
1902,52753
1902,52745
1902,52776
1902,52804
1902,52660
1902,52619
1902,52593
1902,52247
1902,52245
1902,52244
1902,52242
1902,52227
1902,52216
1902,52359
1902,52358
1902,52316
1902,52320
1902,52253
1902,50068
1902,50147
1902,52760
1902,52728
1902,52807
1902,52777
1902,52726
1902,52638
1902,52543
1902,52534
1902,52569
1902,52544
1902,52573
1902,52584
1902,52580
1902,52574
1902,52236
1902,52240
1902,52207
1902,52203
1902,52201
1902,52340
1902,52335
1902,50214
1902,50252
1902,50150
1902,50153
1902,50151
1902,50144
1902,50138
1902,50027
1902,50054
1902,52737
1902,52808
1902,52771
1902,52765
1902,52769
1902,52766
1902,52802
1902,52652
1902,52646
1902,52658
1902,52568
1902,52552
1902,52550
1902,52542
1902,52624
1902,52630
1902,52627
1902,52621
1902,52620
1902,50234
1902,50228
1902,50272
1902,50275
1902,50268
1902,50254
1902,50257
1902,50208
1902,50103
1902,50116
1902,50137
1902,50139
1902,50008
1902,52648
1902,52644
1902,52635
1902,52720
1902,52650
1902,52570
1902,52566
1902,52563
1902,52623
1902,52583
1902,52577
1902,52595
1902,52586
1902,52585
1902,52064
1902,52235
1902,52338
1902,52355
1902,52322
1902,52254
1902,50264
1902,50207
1902,50163
1902,50123
1902,50104
1902,50062
1902,50127
1902,50143
1902,50060
1902,50052
1902,52752
1902,52755
1902,52754
1902,52747
1902,52746
1902,52738
1902,52732
1902,52809
1902,52806
1902,52774
1902,52657
1902,52722
1902,52656
1902,52548
1902,52561
1902,52531
1902,52530
1902,52555
1902,52549
1902,52537
1902,52571
1902,52317
1902,52248
1902,50256
1902,50262
1902,50169
1902,50112
1902,50028
1902,52739
1902,52730
1902,52751
1902,52778
1902,52773
1902,52772
1902,52761
1902,52640
1902,52639
1902,52721
1902,52659
1902,52649
1902,52645
1902,52641
1902,52567
1902,52565
1902,52535
1902,52553
1902,52540
1902,52594
1902,52243
1902,52333
1902,52501
1902,52327
1903,50131
1903,50021
1903,50029
1903,50048
1903,51640
1903,50274
1903,50359
1903,50398
1903,50391
1903,50317
1903,50074
1903,50069
1903,50072
1903,50061
1903,50139
1903,50133
1903,50020
1903,51636
1903,51603
1903,51552
1903,51535
1903,51560
1903,50862
1903,50839
1903,50831
1903,50854
1903,50233
1903,50210
1903,50222
1903,50252
1903,50241
1903,50257
1903,50266
1903,50361
1903,50392
1903,50319
1903,50118
1903,50145
1903,50151
1903,50155
1903,50025
1903,50023
1903,50003
1903,51645
1903,51639
1903,51573
1903,51631
1903,51630
1903,51570
1903,51542
1903,51561
1903,51548
1903,50947
1903,50841
1903,50863
1903,50858
1903,50303
1903,50250
1903,50363
1903,50362
1903,50325
1903,50323
1903,50316
1903,50063
1903,50115
1903,50111
1903,50149
1903,50125
1903,50140
1903,50309
1903,50174
1903,50032
1903,50038
1903,50026
1903,51647
1903,51637
1903,51521
1903,51566
1903,51549
1903,50843
1903,50846
1903,50840
1903,50851
1903,50228
1903,50229
1903,50312
1903,50301
1903,50310
1903,50244
1903,50265
1903,50328
1903,50327
1903,50321
1903,50318
1903,50314
1903,50313
1903,50315
1903,50058
1903,50046
1903,50009
1903,51638
1903,51533
1903,51532
1903,51571
1903,50861
1903,50860
1903,50859
1903,50235
1903,50237
1903,50225
1903,50226
1903,50240
1903,50261
1903,50322
1903,50395
1903,50167
1903,50164
1903,50124
1903,50070
1903,50109
1903,50146
1903,50022
1903,50047
1903,50039
1903,50002
1903,51577
1903,51541
1903,51536
1903,50849
1903,50837
1903,50857
1903,50305
1903,50276
1903,51653
1903,51526
1903,51510
1903,51503
1903,51575
1903,51601
1903,51555
1903,50801
1903,50218
1903,50277
1903,50304
1903,50311
1903,50263
1903,50364
1903,50169
1903,50166
1903,50066
1903,50033
1903,50007
1903,50001
1903,51648
1903,51650
1903,51654
1903,51649
1903,51646
1903,51652
1903,51576
1903,51540
1903,51534
1903,51559
1903,51554
1903,50320
1903,50076
1903,50156
1903,50128
1903,50035
1903,51651
1903,51656
1903,51525
1903,51501
1903,51632
1903,51544
1903,51551
1903,50848
1903,50847
1903,50836
1903,50845
1903,50842
1903,50833
1903,50864
1903,50220
1903,50254
1903,50360
1903,50324
1903,50160
1903,50073
1903,51553
1903,50835
1903,50830
1903,50853
1903,50216
1903,50211
1903,50302
1903,50273
1904,50546
1904,50226
1904,50217
1904,50269
1904,50258
1904,50402
1904,50102
1904,50130
1904,50020
1904,50031
1904,50050
1904,50056
1904,50041
1904,50401
1904,50122
1904,50075
1904,50013
1904,50042
1904,50046
1904,50006
1904,50581
1904,50520
1904,50561
1904,50543
1904,50227
1904,50223
1904,50212
1904,50244
1904,50427
1904,50105
1904,50124
1904,50071
1904,50101
1904,50128
1904,50126
1904,50012
1904,50058
1904,50034
1904,50036
1904,50002
1904,57005
1904,51529
1904,51466
1904,51465
1904,51462
1904,51458
1904,50529
1904,50516
1904,50514
1904,50511
1904,50552
1904,50535
1904,50230
1904,51565
1904,51562
1904,51546
1904,50665
1904,50653
1904,50636
1904,51244
1904,51250
1904,51239
1904,51108
1904,51109
1904,51450
1904,51439
1904,51049
1904,51051
1904,51103
1904,51101
1904,50619
1904,50594
1904,50477
1904,50461
1904,50449
1904,50447
1904,50441
1904,50573
1904,50586
1904,50524
1904,50583
1904,50567
1904,50560
1904,50551
1904,51061
1904,51058
1904,50591
1904,50605
1904,50609
1904,50595
1904,50446
1904,50453
1904,50452
1904,50438
1904,50480
1904,50473
1904,50469
1904,50457
1904,50528
1904,50522
1904,50577
1904,50559
1904,50558
1904,50542
1904,50235
1904,50271
1904,50259
1904,50239
1904,50431
1904,50430
1904,50590
1904,50602
1904,50459
1904,50451
1904,50465
1904,50483
1904,50479
1904,52144
1904,51527
1904,51463
1904,51537
1904,51029
1904,51019
1904,51016
1904,51014
1904,51010
1904,51007
1904,51230
1904,51247
1904,51240
1904,51451
1904,51347
1904,51338
1904,51334
1904,51436
1904,51357
1904,51355
1904,51045
1904,51102
1904,51054
1904,50592
1904,50510
1904,50439
1904,50450
1904,50471
1904,50574
1904,50585
1904,50566
1904,50624
1904,50660
1904,50658
1904,50642
1904,51030
1904,51025
1904,51006
1904,51005
1904,51003
1904,50677
1904,51234
1904,51443
1904,51044
1904,51036
1904,51035
1904,51041
1904,50604
1904,50501
1904,50478
1904,50467
1904,50458
1904,50578
1904,50556
1904,50519
1904,50576
1904,50570
1904,50134
1904,50014
1904,50026
1904,52154
1904,51530
1904,51528
1904,50673
1904,50434
1904,50435
1904,50148
1904,50040
1904,57034
1904,51556
1904,51545
1904,51543
1904,51563
1904,50669
1904,50633
1904,50657
1904,50638
1904,51011
1904,51024
1904,51012
1904,51232
1904,51245
1904,51238
1904,51237
1904,51235
1904,51454
1904,51366
1904,51448
1904,51354
1904,51346
1904,51342
1904,51441
1904,51431
1904,51056
1904,51039
1904,50536
1904,50206
1904,50117
1904,50059
1904,51460
1904,50630
1904,50649
1904,50645
1904,51022
1904,51004
1904,51001
1904,51248
1904,51341
1904,51363
1904,51455
1904,51447
1904,51331
1904,51365
1904,51430
1904,51358
1904,51105
1904,51034
1904,51033
1904,51062
1904,50613
1904,50608
1904,50248
1904,50246
1904,50432
1904,50110
1904,50064
1904,50107
1904,50076
1904,50515
1904,50579
1904,50525
1904,50517
1904,50554
1904,50541
1904,50278
1904,50249
1904,50424
1904,50433
1904,50436
1904,50428
1904,50420
1904,50201
1904,50161
1904,50154
1904,50022
1904,50011
1904,50055
1904,50039
1904,51459
1904,51531
1904,51467
1904,51461
1904,51552
1904,51577
1904,51558
1904,51557
1904,51555
1904,50661
1904,50666
1904,50601
1904,50599
1904,50597
1904,50603
1904,50475
1904,50545
1904,50571
1904,50531
1904,50582
1904,50527
1904,50575
1904,50532
1904,50521
1904,50563
1904,50557
1904,50538
1904,50533
1904,50231
1904,50236
1904,50220
1904,50247
1904,50243
1904,50423
1904,50421
1904,50156
1904,50129
1904,52171
1904,51523
1904,51521
1904,51520
1904,51579
1904,51570
1904,51550
1904,51023
1904,51243
1904,51201
1904,51111
1904,51343
1904,51340
1904,51432
1904,51401
1904,51360
1904,51104
1904,51063
1904,51053
1904,51047
1904,51046
1904,51040
1904,50620
1904,50621
1904,50470
1904,50460
1904,50484
1904,50464
1904,50588
1904,50530
1904,50523
1904,50518
1904,50569
1904,50568
1904,50565
1904,50562
1904,50548
1904,50540
1904,50643
1904,50672
1904,50625
1904,51020
1904,51009
1904,51008
1904,51027
1904,51018
1904,50680
1904,50674
1904,51301
1904,51249
1904,51246
1904,51242
1904,51241
1904,51231
1904,51350
1904,51444
1904,51453
1904,51449
1904,51446
1904,51442
1904,51440
1904,51433
1904,51031
1904,51050
1904,50616
1904,50611
1904,50456
1904,50482
1904,50468
1904,50539
1904,50544
1904,50152
1904,50132
1904,50010
1904,50029
1904,50025
1904,51572
1904,51578
1904,51564
1904,51559
1904,50670
1904,50627
1904,50659
1904,51028
1904,51026
1904,51015
1904,51002
1904,51106
1904,51452
1904,51333
1904,51445
1904,51351
1904,51345
1904,51364
1904,51048
1904,51037
1904,51038
1904,51060
1904,51055
1904,51052
1904,50593
1904,50598
2001,67578
2001,67645
2001,67640
2001,67639
2001,67637
2001,67664
2001,67659
2001,67743
2001,67740
2001,67738
2001,67734
2001,67732
2001,67672
2001,67512
2001,67546
2001,67547
2001,67554
2001,67513
2001,67505
2001,66944
2001,66873
2001,66962
2001,66961
2001,66935
2001,66939
2001,66936
2001,67107
2001,67035
2001,67025
2001,67020
2001,66843
2001,66413
2001,66423
2001,66422
2001,66432
2001,66431
2001,66614
2001,66518
2001,66549
2001,66541
2001,68978
2001,68327
2001,68325
2001,67842
2001,67869
2001,67901
2001,67476
2001,67466
2001,67501
2001,67492
2001,67491
2001,67484
2001,67430
2001,67423
2001,67410
2001,67647
2001,67634
2001,67631
2001,67638
2001,67584
2001,67635
2001,67570
2001,67581
2001,67761
2001,67673
2001,67657
2001,67753
2001,67651
2001,67661
2001,67741
2001,67502
2001,67525
2001,66937
2001,66859
2001,66838
2001,66851
2001,66407
2001,66554
2001,66548
2001,66526
2001,67854
2001,67879
2001,67952
2001,67455
2001,67474
2001,67464
2001,67441
2001,67432
2001,67425
2001,67420
2001,67650
2001,67839
2001,67871
2001,67870
2001,67954
2001,67951
2001,67456
2001,67446
2001,67401
2001,67629
2001,67625
2001,67644
2001,67585
2001,67567
2001,67559
2001,67560
2001,67756
2001,67667
2001,67745
2001,67739
2001,67730
2001,67548
2001,67530
2001,67521
2001,67514
2001,66956
2001,66940
2001,66854
2001,66845
2001,66801
2001,66508
2001,66507
2001,66449
2001,66411
2001,66531
2001,67855
2001,67841
2001,67835
2001,67876
2001,67953
2001,67475
2001,67457
2001,67473
2001,67438
2001,67431
2001,67428
2001,67114
2001,66850
2001,66502
2001,66412
2001,66610
2001,67764
2001,67656
2001,67744
2001,67671
2001,67518
2001,67529
2001,67522
2001,66933
2001,66869
2001,66865
2001,66966
2001,66963
2001,66951
2001,66938
2001,67701
2001,67675
2001,67669
2001,67523
2001,67511
2001,67526
2001,66955
2001,66960
2001,66901
2001,66866
2001,66952
2001,66949
2001,67062
2001,67050
2001,67053
2001,67108
2001,66849
2001,66830
2001,66503
2001,66427
2001,66523
2001,66535
2001,69026
2001,67862
2001,67843
2001,67836
2001,67865
2001,67478
2001,67452
2001,67451
2001,67490
2001,67487
2001,67467
2001,67460
2001,67448
2001,67449
2001,67437
2001,67632
2001,67648
2001,67642
2001,67564
2001,67561
2001,67747
2001,67663
2001,67733
2001,67524
2001,66932
2001,66868
2001,66964
2001,66953
2001,66872
2001,66968
2001,66967
2001,66959
2001,67063
2001,66860
2001,66858
2001,66846
2001,66833
2001,66517
2001,67850
2001,67861
2001,67837
2001,67860
2001,67483
2001,67480
2001,67445
2001,67444
2001,67418
2001,67402
2001,67565
2001,67622
2001,67601
2001,67762
2001,67758
2001,67653
2001,67752
2001,67749
2001,67737
2001,67665
2001,67731
2001,67553
2001,67544
2001,67543
2001,66948
2001,66864
2001,66958
2001,66942
2001,67073
2001,67068
2001,66862
2001,66861
2001,66834
2001,66401
2001,66501
2001,66506
2001,66438
2001,66441
2001,66615
2001,66547
2001,66536
2001,67851
2001,67857
2001,67838
2001,67801
2001,67846
2001,67844
2001,67840
2001,67482
2001,67627
2001,67643
2001,67583
2001,67556
2001,67757
2001,67417
2001,67427
2001,67416
2001,67628
2001,67626
2001,67623
2001,67563
2001,67568
2001,67621
2001,67575
2001,67574
2001,67579
2001,67658
2001,67735
2001,67127
2001,66840
2001,66835
2001,66406
2001,66403
2001,67450
2001,67454
2001,67481
2001,67470
2001,67442
2001,68943
2001,69044
2001,67863
2001,67859
2001,67834
2001,67849
2001,67878
2001,67867
2001,67868
2001,67880
2001,67468
2001,67459
2001,67436
2001,67447
2001,67443
2001,67439
2001,67422
2001,67573
2001,67649
2001,67646
2001,67572
2001,67566
2001,67674
2001,67748
2001,67660
2001,67751
2001,67654
2001,67736
2001,67520
2001,67516
2001,66930
2001,66941
2001,66945
2001,66943
2001,67151
2001,67550
2001,67515
2001,67510
2001,66946
2001,66970
2001,66442
2001,66540
2001,66521
2001,66520
2001,66514
2001,68466
2001,67853
2001,67831
2001,67882
2001,67864
2001,67877
2001,67950
2001,67458
2001,67485
2002,66773
2002,66419
2002,66416
2002,66436
2002,66609
2002,66720
2002,66527
2002,66601
2002,66550
2002,66515
2002,66510
2002,66537
2002,66016
2002,66020
2002,66046
2002,66095
2002,66072
2002,66073
2002,66418
2002,66427
2002,66415
2002,66414
2002,66611
2002,66610
2002,66699
2002,66647
2002,66616
2002,66621
2002,66618
2002,66543
2002,66509
2002,66528
2002,66524
2002,66036
2002,66042
2002,66039
2002,66025
2002,66014
2002,66050
2002,66058
2002,66049
2002,66094
2002,66064
2002,67332
2002,66763
2002,66760
2002,66736
2002,66757
2002,66755
2002,66748
2002,66743
2002,66740
2002,66852
2002,66782
2002,66857
2002,66856
2002,66411
2002,66431
2002,66725
2002,66636
2002,66711
2002,66541
2002,66521
2002,66523
2002,66533
2002,66534
2002,66008
2002,66040
2002,66027
2002,66053
2002,66043
2002,66090
2002,66070
2002,67356
2002,68420
2002,67337
2002,66767
2002,66741
2002,66762
2002,66758
2002,66751
2002,66780
2002,66536
2002,66010
2002,66007
2002,66026
2002,66015
2002,66054
2002,66047
2002,66087
2002,66071
2002,67357
2002,67333
2002,67330
2002,67342
2002,67341
2002,67340
2002,67047
2002,66742
2002,66738
2002,66761
2002,66756
2002,66749
2002,66772
2002,66779
2002,66771
2002,66839
2002,66408
2002,66409
2002,66422
2002,66438
2002,66417
2002,66425
2002,66612
2002,66606
2002,66630
2002,66629
2002,66625
2002,66714
2002,66712
2002,66619
2002,66546
2002,66516
2002,66512
2002,66542
2002,66540
2002,66035
2002,66024
2002,66012
2002,66060
2002,66045
2002,66048
2002,66097
2002,66079
2002,66076
2002,66075
2002,67336
2002,67335
2002,66002
2002,67363
2002,67354
2002,67351
2002,66746
2002,66754
2002,66783
2002,66403
2002,66424
2002,66439
2002,66434
2002,66667
2002,66724
2002,66624
2002,66615
2002,66717
2002,66701
2002,66544
2002,66548
2002,66021
2002,66030
2002,66023
2002,66017
2002,66086
2002,66092
2002,66091
2002,66078
2002,66066
2002,67352
2002,66735
2002,66733
2002,66775
2002,66781
2002,66776
2002,66429
2002,66608
2002,66605
2002,66620
2002,66675
2002,66622
2002,66710
2002,66617
2002,66603
2002,66538
2002,66532
2002,66033
2002,66006
2002,66052
2002,66093
2002,66083
2002,67364
2002,67347
2002,67344
2002,66933
2002,66739
2002,66734
2002,66854
2002,66769
2002,66770
2002,66406
2002,66404
2002,66402
2002,66451
2002,66412
2002,66868
2002,66732
2002,66777
2002,66508
2002,66713
2002,66522
2002,66604
2002,66552
2002,66539
2002,66041
2002,66032
2002,66056
2002,66044
2002,66088
2002,66109
2002,66080
2002,66067
2002,67301
2002,66870
2002,66864
2002,66871
2002,66728
2002,66753
2002,66505
2002,66420
2002,66428
2002,66413
2002,66440
2002,66607
2002,66683
2002,66626
2002,66614
2002,66716
2003,66286
2003,66285
2003,66223
2003,66221
2003,66215
2003,66212
2003,66007
2003,66061
2003,66106
2003,66202
2003,66012
2003,66030
2003,66117
2003,66218
2003,66205
2003,66213
2003,66051
2003,66102
2003,66118
2003,66115
2003,66083
2003,66283
2003,66224
2003,66209
2003,66021
2003,66018
2003,66103
2003,66204
2003,66160
2003,66112
2003,66063
2003,66071
2003,66251
2003,66211
2003,66013
2003,66250
2003,66276
2003,66220
2003,66219
2003,66227
2003,66225
2003,66216
2003,66101
2003,66104
2003,66105
2003,66111
2003,66085
2003,66062
2003,66226
2003,66210
2003,66208
2003,66206
2003,66214
2003,66201
2003,66109
2003,66282
2003,66207
2003,66217
2003,66031
2003,66025
2003,66119
2003,66203
2004,67216
2004,67275
2004,67217
2004,67219
2004,67003
2004,67001
2004,67061
2004,67065
2004,67055
2004,67036
2004,67021
2004,67018
2004,67009
2004,67030
2004,67029
2004,67028
2004,67023
2004,67151
2004,67146
2004,67142
2004,67202
2004,67201
2004,67206
2004,67137
2004,67140
2004,67135
2004,67133
2004,67108
2004,67070
2004,67119
2004,66860
2004,67220
2004,67052
2004,67010
2004,67150
2004,67203
2004,67208
2004,67071
2004,67107
2004,67120
2004,67118
2004,66853
2004,66852
2004,66855
2004,66840
2004,67349
2004,67345
2004,67519
2004,67232
2004,67227
2004,67038
2004,67020
2004,67144
2004,67159
2004,67210
2004,67205
2004,67105
2004,67109
2004,67101
2004,67124
2004,67110
2004,67355
2004,67346
2004,67552
2004,67214
2004,67276
2004,66870
2004,67057
2004,67066
2004,67039
2004,67045
2004,67008
2004,67031
2004,67143
2004,67156
2004,67154
2004,67106
2004,67123
2004,67117
2004,67111
2004,67344
2004,67570
2004,67004
2004,67067
2004,67058
2004,67049
2004,67047
2004,67005
2004,67037
2004,67025
2004,67149
2004,67204
2004,67103
2004,67138
2004,67104
2004,67072
2004,67068
2004,67352
2004,67578
2004,67547
2004,67543
2004,67529
2004,67522
2004,67334
2004,67574
2004,67557
2004,67526
2004,67215
2004,66863
2004,67235
2004,67226
2004,67218
2004,67051
2004,67041
2004,67050
2004,67016
2004,67022
2004,67013
2004,67152
2004,67209
2004,67102
2004,67112
2004,67132
2004,66842
2004,67563
2004,67583
2004,67211
2004,67278
2004,67277
2004,67260
2004,67230
2004,67228
2004,67223
2004,67002
2004,67060
2004,67059
2004,67042
2004,67012
2004,67035
2004,67024
2004,67017
2004,67131
2004,67114
2004,67361
2004,67360
2004,67567
2004,67576
2004,67550
2004,67523
2004,67221
2004,67353
2004,67545
2004,67530
2004,67213
2004,67212
2004,67062
2004,67056
2004,67054
2004,67026
2004,67019
2004,67147
2004,67155
2004,67207
2004,67122
2004,67127
2004,67134
2004,67074
2101,42339
2101,42333
2101,42327
2101,42324
2101,42274
2101,42286
2101,42204
2101,42166
2101,42058
2101,42056
2101,42045
2101,41472
2101,42049
2101,42024
2101,42002
2101,40060
2101,40069
2101,40049
2101,42758
2101,42746
2101,42749
2101,42565
2101,42544
2101,42441
2101,42330
2101,42325
2101,42320
2101,42262
2101,42223
2101,42214
2101,42151
2101,42140
2101,42129
2101,42064
2101,42054
2101,42051
2101,42040
2101,42038
2101,42025
2101,42023
2101,42021
2101,40328
2101,40062
2101,42743
2101,42629
2101,42444
2101,42463
2101,42459
2101,42450
2101,42445
2101,42367
2101,42406
2101,42344
2101,42328
2101,42321
2101,42254
2101,42216
2101,42234
2101,42220
2101,42167
2101,42066
2101,42061
2101,42031
2101,42048
2101,42020
2101,42003
2101,42001
2101,40489
2101,40442
2101,42720
2101,42733
2101,42528
2101,42436
2101,42464
2101,42455
2101,42350
2101,42086
2101,42060
2101,42037
2101,40484
2101,40464
2101,40052
2101,42753
2101,42742
2101,42567
2101,42603
2101,42566
2101,42457
2101,40440
2101,42741
2101,42717
2101,42715
2101,42516
2101,42541
2101,42440
2101,42371
2101,42374
2101,42419
2101,42378
2101,42368
2101,42413
2101,42338
2101,42337
2101,42215
2101,42157
2101,42133
2101,42154
2101,42124
2101,42087
2101,42082
2101,42079
2101,42076
2101,42071
2101,42033
2101,42063
2101,42029
2101,42027
2101,42053
2101,42044
2101,40033
2101,42453
2101,42437
2101,42451
2101,42370
2101,42366
2101,42369
2101,42376
2101,42372
2101,42411
2101,42323
2101,42343
2101,42301
2101,42280
2101,42265
2101,42170
2101,42206
2101,42085
2101,42032
2101,42035
2101,42028
2101,42462
2101,42461
2101,42456
2101,42361
2101,42420
2101,42409
2101,42408
2101,42326
2101,42276
2101,42266
2101,42240
2101,42236
2101,42458
2101,42332
2101,42347
2101,42345
2101,42256
2101,42221
2101,42232
2101,42211
2101,42078
2101,42083
2101,42055
2101,42036
2101,42050
2101,42039
2101,42022
2101,42759
2101,42718
2101,42602
2101,42460
2101,42402
2101,42354
2101,42431
2101,42404
2101,42410
2101,42322
2101,42241
2101,42202
2101,42217
2101,42153
2101,42127
2101,42081
2101,42088
2101,42069
2101,42047
2101,42041
2101,40468
2101,40063
2101,40037
2101,40009
2101,42728
2101,42716
2101,42642
2101,42539
2101,42442
2101,42452
2101,42352
2101,42349
2101,42164
2101,42134
2101,42104
2101,42122
2101,42120
2102,42122
2102,40444
2102,40440
2102,40419
2102,40176
2102,40143
2102,40061
2102,40076
2102,40117
2102,40051
2102,40004
2102,42718
2102,42702
2102,42701
2102,42349
2102,42103
2102,40513
2102,40464
2102,40452
2102,40403
2102,40299
2102,40330
2102,40177
2102,40170
2102,40161
2102,40150
2102,40040
2102,40037
2102,42133
2102,40078
2102,42784
2102,42754
2102,42726
2102,42721
2102,42364
2102,42288
2102,42252
2102,42259
2102,42256
2102,42171
2102,42130
2102,40171
2102,40145
2102,40140
2102,40162
