cd,zip
503,72901
503,72858
503,72683
503,72702
503,72672
503,72669
503,72662
503,72661
503,72701
503,72716
503,72728
503,72714
503,72732
503,72717
503,72770
503,72747
503,72932
503,72914
503,72919
503,72916
503,72903
504,72936
504,72946
504,72943
504,72835
504,72833
504,72666
504,72776
504,72742
504,72152
504,71968
504,71964
504,71631
504,71642
504,71745
504,71825
504,71758
504,71754
504,71728
504,71675
504,71671
504,71720
504,71865
504,71909
504,71913
504,71950
504,71945
504,71937
504,71838
504,71854
504,72760
504,72773
504,72084
504,72167
504,71999
504,71998
504,71973
504,71970
504,71638
504,71661
504,71651
504,71820
504,71772
504,71770
504,71765
504,71753
504,71678
504,71722
504,71721
504,71742
504,71864
504,71861
504,71956
504,71941
504,71940
504,71840
504,71857
504,71839
504,71845
504,71841
504,71847
504,71601
504,72956
504,72951
504,72950
504,71670
504,71953
504,71923
504,71256
504,72947
504,72842
504,72841
504,72846
504,72852
504,72857
504,72855
504,72727
504,72641
504,71969
504,71659
504,71635
504,71655
504,71748
504,71750
504,71759
504,71752
504,71751
504,71766
504,71731
504,71910
504,71901
504,71961
504,71958
504,71957
504,71935
504,71842
504,71834
504,71852
504,72934
504,72940
504,72740
504,72738
504,72752
504,72624
504,72104
504,72065
504,72128
504,72182
504,72150
504,71972
504,71965
504,71971
504,71652
504,71831
504,71743
504,71730
504,71866
504,71860
504,71952
504,71944
504,71921
504,71914
504,72930
504,72928
504,72944
504,72827
504,72832
504,72854
504,72865
504,72921
504,72959
504,72829
504,72025
504,72079
504,72046
504,71663
504,71658
504,71665
504,71660
504,71822
504,71749
504,71677
504,71724
504,71726
504,71859
504,71858
504,71903
504,71959
504,71949
504,71929
504,71855
504,71837
504,71835
504,72933
504,72958
504,72945
504,72941
504,72839
504,72838
504,72826
504,72824
504,72853
504,72057
504,72129
504,71667
504,71828
504,71744
504,71764
504,71676
504,71740
504,71862
504,71902
504,71960
504,71942
504,71833
504,71853
504,71846
504,71603
504,71602
504,72927
504,72926
504,72937
504,72949
504,72845
504,72821
504,72834
504,72847
504,72628
504,72087
504,72132
504,72175
504,71962
504,72004
504,72015
504,71646
504,71823
504,71827
504,71763
504,71762
504,72840
504,72851
504,72863
504,72860
504,72670
504,72721
504,72703
504,72168
504,71644
504,71647
504,71832
504,71826
504,71747
504,71801
504,71725
504,71701
504,71922
504,71932
504,71943
504,71933
504,71836
504,71851
504,71277
504,72935
504,72938
504,72820
504,72828
504,72830
504,72756
601,96059
601,96106
601,96117
601,96113
601,96108
601,96096
601,96085
601,96132
601,96161
601,96122
601,96027
601,95944
601,95934
601,95936
601,95938
601,95978
601,95930
601,95910
601,95917
601,95648
601,95715
601,95713
601,95603
601,95568
601,96110
601,96090
601,96089
601,96069
601,96064
601,96097
601,96095
601,96094
601,95981
601,96014
601,96021
601,95953
601,95954
601,95947
601,95946
601,95980
601,95971
601,95969
601,95967
601,95929
601,95928
601,95714
601,95602
601,95923
601,95712
601,96112
601,96037
601,96065
601,96062
601,96047
601,96035
601,96084
601,96134
601,95983
601,96001
601,96011
601,96032
601,96022
601,95943
601,95959
601,95948
601,95945
601,95968
601,95924
601,95922
601,95927
601,95701
601,96087
601,96051
601,96044
601,96126
601,96125
601,96130
601,96128
601,96136
601,96028
601,96025
601,96008
601,95940
601,95958
601,95976
601,95977
601,95973
601,95966
601,95920
601,95926
601,95728
601,95722
601,94107
601,96074
601,96115
601,96121
601,96038
601,96061
601,96135
601,96124
601,95986
601,95988
601,96015
601,96019
601,96007
601,95965
601,95915
601,95901
601,95658
601,96034
601,96063
601,96071
601,96103
601,96119
601,96118
601,96039
601,96055
601,96080
601,96075
601,96073
601,96067
601,96127
601,96137
601,96023
601,96020
601,96003
601,95956
601,95960
601,95914
601,95916
601,95736
601,95703
601,95681
601,96033
601,96050
601,96040
601,96111
601,96105
601,96049
601,96123
601,95984
601,96017
601,96006
601,96016
601,96009
601,96031
601,96013
601,95941
601,95974
601,95975
601,95970
601,95717
601,96116
601,96114
601,96109
601,96054
601,96076
601,96101
601,97635
601,96092
601,96099
601,96078
601,96104
601,96086
601,96057
601,96058
601,96056
601,96088
601,96068
601,96129
601,96029
601,96002
601,95942
601,95949
601,95963
602,95565
602,95545
602,95562
602,95480
602,94938
602,94977
602,94966
602,94965
602,94925
602,94912
602,96041
602,96093
602,95460
602,95436
602,95415
602,95519
602,95571
602,95569
602,95550
602,95567
602,95552
602,95534
602,95488
602,95486
602,95482
602,95473
602,95472
602,94937
602,96048
602,96052
602,95451
602,95449
602,95428
602,95518
602,95501
602,95595
602,95558
602,95525
602,95554
602,95546
602,95536
602,95490
602,94929
602,94930
602,94970
602,94978
602,94913
602,94924
602,95549
602,95531
602,95481
602,94942
602,94914
602,96046
602,95403
602,95465
602,95462
602,95459
602,95420
602,95492
602,95540
602,94941
602,94975
602,94971
602,94948
602,94960
602,94903
602,94515
602,96010
602,95456
602,95466
602,95432
602,95497
602,95563
602,95553
602,95528
602,95401
602,95444
602,95468
602,95445
602,95514
602,95511
602,95587
602,95527
602,95556
602,95570
602,95542
602,95532
602,94933
602,94945
602,94972
602,94964
602,94979
602,94999
602,94950
602,94949
602,94947
602,94920
602,94915
602,96091
602,95441
602,95448
602,95437
602,95418
602,95429
602,95427
602,95404
602,95421
602,95502
